order_id,item_id,product_id,quantity,list_price,discount,sales,product_name
18,4,25,2,499.99,0.05,999.93,Electra Townie Original 7D - 2015/2016
18,5,9,2,2999.99,0.1,5999.88,Trek Conduit+ - 2016
19,1,10,1,1549,0.07,1548.93,Surly Straggler - 2016
19,2,9,2,2999.99,0.2,5999.78,Trek Conduit+ - 2016
20,1,9,1,2999.99,0.07,2999.92,Trek Conduit+ - 2016
20,2,10,2,1549,0.07,3097.93,Surly Straggler - 2016
21,1,14,1,269.99,0.05,269.94,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
21,2,17,1,429,0.1,428.9,Pure Cycles Vine 8-Speed - 2016
21,3,10,1,1549,0.07,1548.93,Surly Straggler - 2016
22,1,15,2,529.99,0.2,1059.78,Electra Moto 1 - 2016
22,2,22,1,269.99,0.05,269.94,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
23,1,4,2,2899.99,0.05,5799.93,Trek Fuel EX 8 29 - 2016
23,2,23,2,299.99,0.1,599.88,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
23,3,13,1,269.99,0.2,269.79,Electra Cruiser 1 (24-Inch) - 2016
24,1,3,2,999.99,0.1,1999.88,Surly Wednesday Frameset - 2016
24,2,18,2,449,0.07,897.93,Pure Cycles Western 3-Speed - Women's - 2015/2016
25,1,23,2,299.99,0.2,599.78,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
25,2,10,2,1549,0.2,3097.8,Surly Straggler - 2016
25,3,22,1,269.99,0.2,269.79,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
25,4,14,1,269.99,0.2,269.79,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
25,5,21,1,269.99,0.1,269.89,Electra Cruiser 1 (24-Inch) - 2016
26,1,7,1,3999.99,0.05,3999.94,Trek Slash 8 27.5 - 2016
26,2,2,1,749.99,0.2,749.79,Ritchey Timberwolf Frameset - 2016
26,3,12,1,549.99,0.2,549.79,Electra Townie Original 21D - 2016
26,4,21,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016
27,1,5,1,1320.99,0.2,1320.79,Heller Shagamaw Frame - 2016
27,2,19,1,449,0.2,448.8,Pure Cycles William 3-Speed - 2016
27,3,26,2,599.99,0.07,1199.91,Electra Townie Original 7D EQ - 2016
27,4,8,1,1799.99,0.07,1799.92,Trek Remedy 29 Carbon Frameset - 2016
28,1,5,1,1320.99,0.05,1320.94,Heller Shagamaw Frame - 2016
28,2,7,2,3999.99,0.2,7999.78,Trek Slash 8 27.5 - 2016
28,3,14,2,269.99,0.1,539.88,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
28,4,6,1,469.99,0.05,469.94,Surly Ice Cream Truck Frameset - 2016
29,1,24,2,549.99,0.05,1099.93,Electra Townie Original 21D - 2016
29,2,6,1,469.99,0.2,469.79,Surly Ice Cream Truck Frameset - 2016
29,3,21,2,269.99,0.1,539.88,Electra Cruiser 1 (24-Inch) - 2016
29,4,8,1,1799.99,0.2,1799.79,Trek Remedy 29 Carbon Frameset - 2016
29,5,14,2,269.99,0.05,539.93,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
30,1,26,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - 2016
30,2,17,1,429,0.07,428.93,Pure Cycles Vine 8-Speed - 2016
30,3,19,1,449,0.1,448.9,Pure Cycles William 3-Speed - 2016
30,4,4,1,2899.99,0.1,2899.89,Trek Fuel EX 8 29 - 2016
30,5,7,2,3999.99,0.1,7999.88,Trek Slash 8 27.5 - 2016
31,1,11,2,1680.99,0.05,3361.93,Surly Straggler 650b - 2016
31,2,9,2,2999.99,0.2,5999.78,Trek Conduit+ - 2016
32,1,8,2,1799.99,0.07,3599.91,Trek Remedy 29 Carbon Frameset - 2016
32,2,12,2,549.99,0.07,1099.91,Electra Townie Original 21D - 2016
32,3,25,2,499.99,0.1,999.88,Electra Townie Original 7D - 2015/2016
33,1,23,2,299.99,0.07,599.91,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
33,2,7,1,3999.99,0.1,3999.89,Trek Slash 8 27.5 - 2016
34,1,8,2,1799.99,0.07,3599.91,Trek Remedy 29 Carbon Frameset - 2016
34,2,10,2,1549,0.1,3097.9,Surly Straggler - 2016
34,3,17,2,429,0.2,857.8,Pure Cycles Vine 8-Speed - 2016
35,1,18,1,449,0.05,448.95,Pure Cycles Western 3-Speed - Women's - 2015/2016
35,2,20,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - Women's - 2016
35,3,5,1,1320.99,0.2,1320.79,Heller Shagamaw Frame - 2016
35,4,21,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016
35,5,22,1,269.99,0.07,269.92,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
36,1,9,1,2999.99,0.07,2999.92,Trek Conduit+ - 2016
36,2,5,1,1320.99,0.05,1320.94,Heller Shagamaw Frame - 2016
36,3,3,2,999.99,0.2,1999.78,Surly Wednesday Frameset - 2016
37,1,16,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - 2016
38,1,7,2,3999.99,0.05,7999.93,Trek Slash 8 27.5 - 2016
38,2,23,1,299.99,0.07,299.92,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
38,3,25,1,499.99,0.2,499.79,Electra Townie Original 7D - 2015/2016
38,4,10,2,1549,0.1,3097.9,Surly Straggler - 2016
38,5,24,1,549.99,0.07,549.92,Electra Townie Original 21D - 2016
39,1,22,2,269.99,0.2,539.78,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
39,2,16,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - 2016
39,3,3,2,999.99,0.05,1999.93,Surly Wednesday Frameset - 2016
39,4,15,1,529.99,0.1,529.89,Electra Moto 1 - 2016
40,1,17,1,429,0.2,428.8,Pure Cycles Vine 8-Speed - 2016
40,2,8,2,1799.99,0.2,3599.78,Trek Remedy 29 Carbon Frameset - 2016
41,1,5,1,1320.99,0.1,1320.89,Heller Shagamaw Frame - 2016
41,2,19,2,449,0.2,897.8,Pure Cycles William 3-Speed - 2016
41,3,26,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - 2016
42,1,19,1,449,0.05,448.95,Pure Cycles William 3-Speed - 2016
43,1,13,2,269.99,0.1,539.88,Electra Cruiser 1 (24-Inch) - 2016
43,2,12,2,549.99,0.05,1099.93,Electra Townie Original 21D - 2016
44,1,7,1,3999.99,0.1,3999.89,Trek Slash 8 27.5 - 2016
44,2,16,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - 2016
45,1,4,2,2899.99,0.2,5799.78,Trek Fuel EX 8 29 - 2016
45,2,22,1,269.99,0.07,269.92,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
45,3,21,2,269.99,0.05,539.93,Electra Cruiser 1 (24-Inch) - 2016
46,1,17,1,429,0.1,428.9,Pure Cycles Vine 8-Speed - 2016
47,1,6,1,469.99,0.05,469.94,Surly Ice Cream Truck Frameset - 2016
47,2,15,1,529.99,0.1,529.89,Electra Moto 1 - 2016
47,3,25,2,499.99,0.07,999.91,Electra Townie Original 7D - 2015/2016
47,4,13,1,269.99,0.2,269.79,Electra Cruiser 1 (24-Inch) - 2016
48,1,11,1,1680.99,0.1,1680.89,Surly Straggler 650b - 2016
48,2,4,1,2899.99,0.2,2899.79,Trek Fuel EX 8 29 - 2016
48,3,5,2,1320.99,0.1,2641.88,Heller Shagamaw Frame - 2016
48,4,14,2,269.99,0.07,539.91,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
49,1,13,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016
50,1,3,1,999.99,0.05,999.94,Surly Wednesday Frameset - 2016
50,2,26,2,599.99,0.07,1199.91,Electra Townie Original 7D EQ - 2016
50,3,13,2,269.99,0.2,539.78,Electra Cruiser 1 (24-Inch) - 2016
51,1,13,1,269.99,0.05,269.94,Electra Cruiser 1 (24-Inch) - 2016
51,2,20,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - Women's - 2016
51,3,26,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - 2016
52,1,25,1,499.99,0.07,499.92,Electra Townie Original 7D - 2015/2016
53,1,8,2,1799.99,0.2,3599.78,Trek Remedy 29 Carbon Frameset - 2016
53,2,23,2,299.99,0.05,599.93,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
53,3,14,2,269.99,0.2,539.78,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
53,4,25,2,499.99,0.1,999.88,Electra Townie Original 7D - 2015/2016
54,1,26,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - 2016
54,2,3,1,999.99,0.2,999.79,Surly Wednesday Frameset - 2016
55,1,21,1,269.99,0.05,269.94,Electra Cruiser 1 (24-Inch) - 2016
55,2,25,2,499.99,0.2,999.78,Electra Townie Original 7D - 2015/2016
55,3,15,2,529.99,0.2,1059.78,Electra Moto 1 - 2016
56,1,20,2,599.99,0.07,1199.91,Electra Townie Original 7D EQ - Women's - 2016
57,1,23,2,299.99,0.1,599.88,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
57,2,19,2,449,0.2,897.8,Pure Cycles William 3-Speed - 2016
57,3,13,1,269.99,0.07,269.92,Electra Cruiser 1 (24-Inch) - 2016
58,1,14,2,269.99,0.05,539.93,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
58,2,18,1,449,0.07,448.93,Pure Cycles Western 3-Speed - Women's - 2015/2016
58,3,23,1,299.99,0.1,299.89,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
59,1,21,1,269.99,0.05,269.94,Electra Cruiser 1 (24-Inch) - 2016
59,2,2,1,749.99,0.1,749.89,Ritchey Timberwolf Frameset - 2016
59,3,17,2,429,0.1,857.9,Pure Cycles Vine 8-Speed - 2016
60,1,14,2,269.99,0.05,539.93,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
60,2,4,1,2899.99,0.1,2899.89,Trek Fuel EX 8 29 - 2016
60,3,15,1,529.99,0.07,529.92,Electra Moto 1 - 2016
60,4,22,1,269.99,0.2,269.79,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
61,1,25,1,499.99,0.1,499.89,Electra Townie Original 7D - 2015/2016
61,2,15,2,529.99,0.05,1059.93,Electra Moto 1 - 2016
61,3,5,2,1320.99,0.2,2641.78,Heller Shagamaw Frame - 2016
62,1,14,1,269.99,0.07,269.92,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
62,2,8,2,1799.99,0.1,3599.88,Trek Remedy 29 Carbon Frameset - 2016
62,3,22,2,269.99,0.1,539.88,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
63,1,25,2,499.99,0.1,999.88,Electra Townie Original 7D - 2015/2016
63,2,19,2,449,0.05,897.95,Pure Cycles William 3-Speed - 2016
63,3,3,1,999.99,0.1,999.89,Surly Wednesday Frameset - 2016
64,1,25,2,499.99,0.1,999.88,Electra Townie Original 7D - 2015/2016
64,2,22,2,269.99,0.2,539.78,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
64,3,23,2,299.99,0.2,599.78,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
64,4,24,2,549.99,0.1,1099.88,Electra Townie Original 21D - 2016
65,1,12,1,549.99,0.1,549.89,Electra Townie Original 21D - 2016
66,1,2,1,749.99,0.2,749.79,Ritchey Timberwolf Frameset - 2016
66,2,23,1,299.99,0.07,299.92,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
66,3,12,1,549.99,0.07,549.92,Electra Townie Original 21D - 2016
67,1,23,2,299.99,0.2,599.78,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
67,2,12,2,549.99,0.1,1099.88,Electra Townie Original 21D - 2016
67,3,21,1,269.99,0.2,269.79,Electra Cruiser 1 (24-Inch) - 2016
67,4,5,2,1320.99,0.1,2641.88,Heller Shagamaw Frame - 2016
67,5,19,1,449,0.2,448.8,Pure Cycles William 3-Speed - 2016
68,1,13,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016
68,2,17,1,429,0.1,428.9,Pure Cycles Vine 8-Speed - 2016
69,1,22,2,269.99,0.1,539.88,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
69,2,5,1,1320.99,0.2,1320.79,Heller Shagamaw Frame - 2016
69,3,10,1,1549,0.05,1548.95,Surly Straggler - 2016
70,1,3,2,999.99,0.05,1999.93,Surly Wednesday Frameset - 2016
70,2,18,1,449,0.2,448.8,Pure Cycles Western 3-Speed - Women's - 2015/2016
70,3,20,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - Women's - 2016
71,1,26,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - 2016
71,2,24,1,549.99,0.2,549.79,Electra Townie Original 21D - 2016
71,3,18,1,449,0.1,448.9,Pure Cycles Western 3-Speed - Women's - 2015/2016
72,1,17,2,429,0.07,857.93,Pure Cycles Vine 8-Speed - 2016
72,2,12,1,549.99,0.05,549.94,Electra Townie Original 21D - 2016
72,3,13,2,269.99,0.1,539.88,Electra Cruiser 1 (24-Inch) - 2016
73,1,22,1,269.99,0.07,269.92,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
73,2,26,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - 2016
73,3,3,2,999.99,0.07,1999.91,Surly Wednesday Frameset - 2016
73,4,25,1,499.99,0.07,499.92,Electra Townie Original 7D - 2015/2016
73,5,23,2,299.99,0.2,599.78,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
74,1,16,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - 2016
74,2,6,1,469.99,0.07,469.92,Surly Ice Cream Truck Frameset - 2016
75,1,3,1,999.99,0.1,999.89,Surly Wednesday Frameset - 2016
75,2,7,2,3999.99,0.07,7999.91,Trek Slash 8 27.5 - 2016
75,3,15,1,529.99,0.2,529.79,Electra Moto 1 - 2016
76,1,12,1,549.99,0.05,549.94,Electra Townie Original 21D - 2016
76,2,11,2,1680.99,0.1,3361.88,Surly Straggler 650b - 2016
76,3,5,1,1320.99,0.07,1320.92,Heller Shagamaw Frame - 2016
77,1,20,1,599.99,0.07,599.92,Electra Townie Original 7D EQ - Women's - 2016
77,2,24,2,549.99,0.1,1099.88,Electra Townie Original 21D - 2016
77,3,26,1,599.99,0.2,599.79,Electra Townie Original 7D EQ - 2016
77,4,25,1,499.99,0.2,499.79,Electra Townie Original 7D - 2015/2016
78,1,17,1,429,0.07,428.93,Pure Cycles Vine 8-Speed - 2016
78,2,19,1,449,0.2,448.8,Pure Cycles William 3-Speed - 2016
78,3,18,2,449,0.1,897.9,Pure Cycles Western 3-Speed - Women's - 2015/2016
78,4,14,2,269.99,0.1,539.88,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
79,1,9,2,2999.99,0.1,5999.88,Trek Conduit+ - 2016
79,2,17,2,429,0.05,857.95,Pure Cycles Vine 8-Speed - 2016
79,3,6,1,469.99,0.1,469.89,Surly Ice Cream Truck Frameset - 2016
79,4,25,2,499.99,0.07,999.91,Electra Townie Original 7D - 2015/2016
80,1,26,1,599.99,0.1,599.89,Electra Townie Original 7D EQ - 2016
80,2,24,1,549.99,0.1,549.89,Electra Townie Original 21D - 2016
80,3,17,1,429,0.2,428.8,Pure Cycles Vine 8-Speed - 2016
81,1,10,2,1549,0.2,3097.8,Surly Straggler - 2016
81,2,23,2,299.99,0.05,599.93,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
81,3,25,2,499.99,0.05,999.93,Electra Townie Original 7D - 2015/2016
82,1,25,2,499.99,0.1,999.88,Electra Townie Original 7D - 2015/2016
82,2,11,2,1680.99,0.2,3361.78,Surly Straggler 650b - 2016
83,1,20,1,599.99,0.2,599.79,Electra Townie Original 7D EQ - Women's - 2016
83,2,3,2,999.99,0.05,1999.93,Surly Wednesday Frameset - 2016
84,1,23,2,299.99,0.07,599.91,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
84,2,15,2,529.99,0.07,1059.91,Electra Moto 1 - 2016
85,1,4,2,2899.99,0.05,5799.93,Trek Fuel EX 8 29 - 2016
85,2,18,1,449,0.07,448.93,Pure Cycles Western 3-Speed - Women's - 2015/2016
86,1,9,2,2999.99,0.1,5999.88,Trek Conduit+ - 2016
86,2,23,2,299.99,0.07,599.91,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
86,3,21,2,269.99,0.2,539.78,Electra Cruiser 1 (24-Inch) - 2016
86,4,15,1,529.99,0.1,529.89,Electra Moto 1 - 2016
87,1,20,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - Women's - 2016
87,2,23,2,299.99,0.1,599.88,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
88,1,10,1,1549,0.07,1548.93,Surly Straggler - 2016
88,2,8,2,1799.99,0.1,3599.88,Trek Remedy 29 Carbon Frameset - 2016
88,3,7,1,3999.99,0.1,3999.89,Trek Slash 8 27.5 - 2016
89,1,5,1,1320.99,0.05,1320.94,Heller Shagamaw Frame - 2016
89,2,6,2,469.99,0.1,939.88,Surly Ice Cream Truck Frameset - 2016
90,1,3,1,999.99,0.1,999.89,Surly Wednesday Frameset - 2016
90,2,6,1,469.99,0.07,469.92,Surly Ice Cream Truck Frameset - 2016
91,1,11,1,1680.99,0.1,1680.89,Surly Straggler 650b - 2016
91,2,25,1,499.99,0.05,499.94,Electra Townie Original 7D - 2015/2016
91,3,15,2,529.99,0.07,1059.91,Electra Moto 1 - 2016
91,4,13,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016
92,1,8,1,1799.99,0.1,1799.89,Trek Remedy 29 Carbon Frameset - 2016
93,1,22,2,269.99,0.07,539.91,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
93,2,17,1,429,0.05,428.95,Pure Cycles Vine 8-Speed - 2016
93,3,21,1,269.99,0.1,269.89,Electra Cruiser 1 (24-Inch) - 2016
93,4,2,1,749.99,0.2,749.79,Ritchey Timberwolf Frameset - 2016
93,5,10,2,1549,0.07,3097.93,Surly Straggler - 2016
94,1,12,1,549.99,0.05,549.94,Electra Townie Original 21D - 2016
94,2,4,1,2899.99,0.2,2899.79,Trek Fuel EX 8 29 - 2016
94,3,11,1,1680.99,0.2,1680.79,Surly Straggler 650b - 2016
94,4,21,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016
95,1,10,2,1549,0.2,3097.8,Surly Straggler - 2016
95,2,19,1,449,0.1,448.9,Pure Cycles William 3-Speed - 2016
95,3,8,2,1799.99,0.2,3599.78,Trek Remedy 29 Carbon Frameset - 2016
95,4,20,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - Women's - 2016
96,1,26,1,599.99,0.1,599.89,Electra Townie Original 7D EQ - 2016
96,2,23,1,299.99,0.05,299.94,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
97,1,20,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - Women's - 2016
97,2,2,1,749.99,0.07,749.92,Ritchey Timberwolf Frameset - 2016
97,3,6,2,469.99,0.2,939.78,Surly Ice Cream Truck Frameset - 2016
97,4,19,1,449,0.1,448.9,Pure Cycles William 3-Speed - 2016
98,1,19,1,449,0.07,448.93,Pure Cycles William 3-Speed - 2016
98,2,21,1,269.99,0.1,269.89,Electra Cruiser 1 (24-Inch) - 2016
98,3,2,1,749.99,0.2,749.79,Ritchey Timberwolf Frameset - 2016
98,4,22,2,269.99,0.2,539.78,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
99,1,13,1,269.99,0.2,269.79,Electra Cruiser 1 (24-Inch) - 2016
99,2,21,1,269.99,0.2,269.79,Electra Cruiser 1 (24-Inch) - 2016
99,3,25,2,499.99,0.05,999.93,Electra Townie Original 7D - 2015/2016
99,4,7,2,3999.99,0.07,7999.91,Trek Slash 8 27.5 - 2016
99,5,23,2,299.99,0.2,599.78,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
100,1,12,2,549.99,0.05,1099.93,Electra Townie Original 21D - 2016
100,2,11,2,1680.99,0.1,3361.88,Surly Straggler 650b - 2016
100,3,7,2,3999.99,0.2,7999.78,Trek Slash 8 27.5 - 2016
100,4,16,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - 2016
100,5,24,2,549.99,0.1,1099.88,Electra Townie Original 21D - 2016
101,1,12,2,549.99,0.2,1099.78,Electra Townie Original 21D - 2016
102,1,15,1,529.99,0.05,529.94,Electra Moto 1 - 2016
102,2,22,1,269.99,0.07,269.92,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
103,1,17,1,429,0.07,428.93,Pure Cycles Vine 8-Speed - 2016
103,2,3,1,999.99,0.05,999.94,Surly Wednesday Frameset - 2016
103,3,18,1,449,0.2,448.8,Pure Cycles Western 3-Speed - Women's - 2015/2016
103,4,15,2,529.99,0.1,1059.88,Electra Moto 1 - 2016
103,5,9,2,2999.99,0.1,5999.88,Trek Conduit+ - 2016
104,1,19,2,449,0.1,897.9,Pure Cycles William 3-Speed - 2016
104,2,26,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - 2016
105,1,11,2,1680.99,0.2,3361.78,Surly Straggler 650b - 2016
105,2,3,1,999.99,0.05,999.94,Surly Wednesday Frameset - 2016
105,3,9,1,2999.99,0.05,2999.94,Trek Conduit+ - 2016
106,1,17,1,429,0.1,428.9,Pure Cycles Vine 8-Speed - 2016
106,2,13,2,269.99,0.1,539.88,Electra Cruiser 1 (24-Inch) - 2016
107,1,19,1,449,0.2,448.8,Pure Cycles William 3-Speed - 2016
107,2,13,2,269.99,0.1,539.88,Electra Cruiser 1 (24-Inch) - 2016
108,1,11,1,1680.99,0.1,1680.89,Surly Straggler 650b - 2016
108,2,22,2,269.99,0.07,539.91,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
108,3,16,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - 2016
109,1,22,2,269.99,0.1,539.88,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
109,2,6,1,469.99,0.07,469.92,Surly Ice Cream Truck Frameset - 2016
110,1,14,1,269.99,0.1,269.89,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
111,1,14,1,269.99,0.1,269.89,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
111,2,12,2,549.99,0.07,1099.91,Electra Townie Original 21D - 2016
112,1,23,2,299.99,0.2,599.78,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
112,2,25,2,499.99,0.07,999.91,Electra Townie Original 7D - 2015/2016
112,3,24,2,549.99,0.05,1099.93,Electra Townie Original 21D - 2016
112,4,5,1,1320.99,0.2,1320.79,Heller Shagamaw Frame - 2016
113,1,12,2,549.99,0.07,1099.91,Electra Townie Original 21D - 2016
113,2,24,2,549.99,0.1,1099.88,Electra Townie Original 21D - 2016
113,3,6,1,469.99,0.07,469.92,Surly Ice Cream Truck Frameset - 2016
113,4,23,1,299.99,0.2,299.79,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
113,5,5,2,1320.99,0.2,2641.78,Heller Shagamaw Frame - 2016
114,1,12,1,549.99,0.05,549.94,Electra Townie Original 21D - 2016
114,2,2,1,749.99,0.07,749.92,Ritchey Timberwolf Frameset - 2016
114,3,13,2,269.99,0.1,539.88,Electra Cruiser 1 (24-Inch) - 2016
115,1,22,1,269.99,0.2,269.79,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
115,2,19,1,449,0.1,448.9,Pure Cycles William 3-Speed - 2016
116,1,26,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - 2016
