order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,order_details,,,
154,1286,4,31-03-2016,01-04-2016,01-04-2016,1,2,DELIVERED,,,
155,371,4,02-04-2016,03-04-2016,04-04-2016,2,6,DELIVERED,,,
156,357,4,03-04-2016,06-04-2016,05-04-2016,1,3,DELIVERED,,,
157,43,4,03-04-2016,06-04-2016,06-04-2016,3,8,DELIVERED,,,
158,117,3,04-04-2016,04-04-2016,NULL,3,9,PENDING,,,
159,32,4,04-04-2016,06-04-2016,06-04-2016,1,2,DELIVERED,,,
160,205,4,04-04-2016,06-04-2016,06-04-2016,2,7,DELIVERED,,,
161,251,4,04-04-2016,07-04-2016,05-04-2016,2,7,DELIVERED,,,
162,31,4,06-04-2016,08-04-2016,07-04-2016,1,3,DELIVERED,,,
163,1325,4,06-04-2016,07-04-2016,07-04-2016,2,7,DELIVERED,,,
164,610,4,07-04-2016,08-04-2016,09-04-2016,2,7,DELIVERED,,,
165,574,4,08-04-2016,10-04-2016,10-04-2016,1,3,DELIVERED,,,
166,338,4,08-04-2016,11-04-2016,11-04-2016,2,6,DELIVERED,,,
167,1034,4,08-04-2016,09-04-2016,11-04-2016,2,7,DELIVERED,,,
168,1147,4,09-04-2016,12-04-2016,11-04-2016,1,3,DELIVERED,,,
169,99,4,10-04-2016,11-04-2016,11-04-2016,2,7,DELIVERED,,,
170,1200,4,10-04-2016,11-04-2016,13-04-2016,2,7,DELIVERED,,,
171,237,4,11-04-2016,14-04-2016,14-04-2016,1,3,DELIVERED,,,
172,1079,4,11-04-2016,12-04-2016,14-04-2016,2,7,DELIVERED,,,
173,117,4,11-04-2016,14-04-2016,13-04-2016,3,8,DELIVERED,,,
174,1361,4,12-04-2016,13-04-2016,15-04-2016,2,7,DELIVERED,,,
175,951,4,13-04-2016,14-04-2016,14-04-2016,2,6,DELIVERED,,,
176,643,4,15-04-2016,16-04-2016,17-04-2016,2,7,DELIVERED,,,
177,121,4,16-04-2016,19-04-2016,19-04-2016,1,2,DELIVERED,,,
178,756,4,16-04-2016,17-04-2016,18-04-2016,2,6,DELIVERED,,,
179,616,4,17-04-2016,19-04-2016,19-04-2016,2,6,DELIVERED,,,
180,918,4,17-04-2016,20-04-2016,19-04-2016,2,7,DELIVERED,,,
181,459,4,18-04-2016,20-04-2016,20-04-2016,1,3,DELIVERED,,,
182,854,4,18-04-2016,19-04-2016,20-04-2016,2,6,DELIVERED,,,
183,22,4,19-04-2016,20-04-2016,20-04-2016,2,7,DELIVERED,,,
184,134,4,19-04-2016,21-04-2016,22-04-2016,2,7,DELIVERED,,,
185,24,3,20-04-2016,20-04-2016,NULL,1,2,PENDING,,,
186,1127,4,21-04-2016,22-04-2016,24-04-2016,2,6,DELIVERED,,,
187,183,4,22-04-2016,23-04-2016,24-04-2016,2,6,DELIVERED,,,
188,390,4,22-04-2016,23-04-2016,25-04-2016,2,6,DELIVERED,,,
189,1288,4,23-04-2016,24-04-2016,26-04-2016,1,2,DELIVERED,,,
190,98,4,23-04-2016,25-04-2016,25-04-2016,2,6,DELIVERED,,,
191,919,4,27-04-2016,28-04-2016,28-04-2016,1,2,DELIVERED,,,
192,728,4,27-04-2016,28-04-2016,29-04-2016,2,7,DELIVERED,,,
193,1366,4,28-04-2016,30-04-2016,30-04-2016,1,3,DELIVERED,,,
194,558,4,28-04-2016,30-04-2016,01-05-2016,2,7,DELIVERED,,,
195,727,4,28-04-2016,01-05-2016,01-05-2016,2,7,DELIVERED,,,
196,1247,4,28-04-2016,30-04-2016,01-05-2016,2,6,DELIVERED,,,
197,127,4,30-04-2016,03-05-2016,03-05-2016,2,7,DELIVERED,,,
198,640,4,01-05-2016,04-05-2016,03-05-2016,2,6,DELIVERED,,,
199,760,4,01-05-2016,04-05-2016,04-05-2016,2,7,DELIVERED,,,
200,1074,4,01-05-2016,03-05-2016,03-05-2016,2,6,DELIVERED,,,
201,280,4,01-05-2016,04-05-2016,02-05-2016,3,9,DELIVERED,,,
202,600,4,03-05-2016,05-05-2016,04-05-2016,1,2,DELIVERED,,,
203,1102,4,03-05-2016,05-05-2016,06-05-2016,3,9,DELIVERED,,,
204,591,4,04-05-2016,07-05-2016,06-05-2016,2,7,DELIVERED,,,
205,635,4,04-05-2016,05-05-2016,06-05-2016,2,6,DELIVERED,,,
206,743,4,04-05-2016,06-05-2016,05-05-2016,3,9,DELIVERED,,,
207,105,4,05-05-2016,07-05-2016,07-05-2016,2,7,DELIVERED,,,
208,815,4,06-05-2016,07-05-2016,09-05-2016,2,7,DELIVERED,,,
209,514,4,07-05-2016,08-05-2016,08-05-2016,2,6,DELIVERED,,,
210,943,4,07-05-2016,08-05-2016,09-05-2016,2,6,DELIVERED,,,
211,1140,4,07-05-2016,09-05-2016,08-05-2016,2,6,DELIVERED,,,
212,1373,4,08-05-2016,09-05-2016,11-05-2016,2,6,DELIVERED,,,
213,788,4,08-05-2016,09-05-2016,09-05-2016,3,8,DELIVERED,,,
214,363,4,10-05-2016,12-05-2016,11-05-2016,2,6,DELIVERED,,,
215,1420,4,10-05-2016,13-05-2016,12-05-2016,2,7,DELIVERED,,,
216,267,4,11-05-2016,14-05-2016,13-05-2016,1,3,DELIVERED,,,
217,716,4,11-05-2016,12-05-2016,14-05-2016,2,7,DELIVERED,,,
218,1179,4,12-05-2016,14-05-2016,14-05-2016,2,7,DELIVERED,,,
219,1338,4,12-05-2016,15-05-2016,15-05-2016,2,6,DELIVERED,,,
220,1358,4,12-05-2016,14-05-2016,15-05-2016,2,6,DELIVERED,,,
221,1218,4,13-05-2016,16-05-2016,14-05-2016,1,2,DELIVERED,,,
222,51,4,13-05-2016,16-05-2016,14-05-2016,2,6,DELIVERED,,,
223,1368,4,15-05-2016,16-05-2016,17-05-2016,2,7,DELIVERED,,,
224,157,4,17-05-2016,18-05-2016,19-05-2016,1,3,DELIVERED,,,
225,307,4,17-05-2016,20-05-2016,19-05-2016,1,3,DELIVERED,,,
226,501,4,17-05-2016,19-05-2016,20-05-2016,1,2,DELIVERED,,,
227,489,4,17-05-2016,18-05-2016,20-05-2016,2,7,DELIVERED,,,
228,615,4,17-05-2016,20-05-2016,20-05-2016,2,7,DELIVERED,,,
229,742,4,19-05-2016,21-05-2016,20-05-2016,2,6,DELIVERED,,,
230,1167,4,19-05-2016,20-05-2016,21-05-2016,2,6,DELIVERED,,,
231,1257,4,19-05-2016,22-05-2016,21-05-2016,2,6,DELIVERED,,,
232,1360,4,20-05-2016,23-05-2016,23-05-2016,1,3,DELIVERED,,,
233,737,4,21-05-2016,22-05-2016,24-05-2016,2,6,DELIVERED,,,
234,1435,4,22-05-2016,24-05-2016,24-05-2016,2,6,DELIVERED,,,
235,649,4,24-05-2016,25-05-2016,25-05-2016,2,6,DELIVERED,,,
236,206,4,25-05-2016,27-05-2016,26-05-2016,2,6,DELIVERED,,,
237,1351,4,25-05-2016,26-05-2016,27-05-2016,2,7,DELIVERED,,,
238,1350,4,26-05-2016,29-05-2016,29-05-2016,2,6,DELIVERED,,,
239,13,3,27-05-2016,27-05-2016,NULL,3,9,PENDING,,,
240,65,4,27-05-2016,29-05-2016,30-05-2016,2,6,DELIVERED,,,
241,1082,4,27-05-2016,29-05-2016,29-05-2016,2,7,DELIVERED,,,
242,1168,4,27-05-2016,30-05-2016,30-05-2016,2,7,DELIVERED,,,
243,802,4,27-05-2016,30-05-2016,28-05-2016,3,8,DELIVERED,,,
244,956,4,28-05-2016,29-05-2016,29-05-2016,2,6,DELIVERED,,,
245,223,4,29-05-2016,31-05-2016,30-05-2016,2,7,DELIVERED,,,
246,17,3,30-05-2016,30-05-2016,NULL,2,6,PENDING,,,
247,928,4,30-05-2016,01-06-2016,01-06-2016,1,3,DELIVERED,,,
248,1376,4,30-05-2016,01-06-2016,31-05-2016,2,7,DELIVERED,,,
249,145,4,01-06-2016,04-06-2016,04-06-2016,2,6,DELIVERED,,,
250,150,4,01-06-2016,02-06-2016,04-06-2016,2,7,DELIVERED,,,
251,851,4,01-06-2016,04-06-2016,04-06-2016,2,7,DELIVERED,,,
252,66,4,01-06-2016,04-06-2016,02-06-2016,3,8,DELIVERED,,,
253,1267,4,02-06-2016,05-06-2016,05-06-2016,2,6,DELIVERED,,,
254,510,4,03-06-2016,06-06-2016,05-06-2016,2,7,DELIVERED,,,
255,801,4,03-06-2016,06-06-2016,05-06-2016,2,7,DELIVERED,,,
256,26,4,04-06-2016,05-06-2016,07-06-2016,2,7,DELIVERED,,,
257,1314,4,05-06-2016,06-06-2016,08-06-2016,1,3,DELIVERED,,,
258,107,4,06-06-2016,07-06-2016,07-06-2016,2,7,DELIVERED,,,
259,413,4,06-06-2016,09-06-2016,09-06-2016,2,7,DELIVERED,,,
260,632,4,06-06-2016,08-06-2016,08-06-2016,2,6,DELIVERED,,,
261,1045,4,08-06-2016,10-06-2016,09-06-2016,1,2,DELIVERED,,,
262,579,4,08-06-2016,11-06-2016,10-06-2016,3,9,DELIVERED,,,
263,1322,4,09-06-2016,10-06-2016,12-06-2016,2,6,DELIVERED,,,
264,5,3,10-06-2016,10-06-2016,NULL,1,3,PENDING,,,
265,682,4,10-06-2016,12-06-2016,11-06-2016,2,7,DELIVERED,,,
266,933,4,10-06-2016,13-06-2016,13-06-2016,2,7,DELIVERED,,,
267,282,4,11-06-2016,14-06-2016,14-06-2016,1,3,DELIVERED,,,
268,540,4,11-06-2016,14-06-2016,12-06-2016,1,3,DELIVERED,,,
269,764,4,12-06-2016,13-06-2016,15-06-2016,2,6,DELIVERED,,,
270,879,4,12-06-2016,15-06-2016,13-06-2016,2,7,DELIVERED,,,
271,350,4,13-06-2016,16-06-2016,14-06-2016,2,7,DELIVERED,,,
272,497,4,15-06-2016,18-06-2016,16-06-2016,2,7,DELIVERED,,,
273,1340,4,16-06-2016,19-06-2016,17-06-2016,2,7,DELIVERED,,,
274,411,4,17-06-2016,20-06-2016,18-06-2016,2,7,DELIVERED,,,
275,1341,4,17-06-2016,19-06-2016,18-06-2016,2,7,DELIVERED,,,
276,1227,4,18-06-2016,19-06-2016,19-06-2016,2,6,DELIVERED,,,
277,546,4,19-06-2016,20-06-2016,20-06-2016,2,7,DELIVERED,,,
278,1301,4,20-06-2016,23-06-2016,21-06-2016,1,3,DELIVERED,,,
279,378,4,21-06-2016,22-06-2016,22-06-2016,2,6,DELIVERED,,,
280,638,4,21-06-2016,22-06-2016,23-06-2016,2,7,DELIVERED,,,
281,800,4,21-06-2016,22-06-2016,23-06-2016,2,7,DELIVERED,,,
282,159,4,22-06-2016,25-06-2016,25-06-2016,3,9,DELIVERED,,,
283,181,4,23-06-2016,26-06-2016,26-06-2016,1,2,DELIVERED,,,
284,1356,4,23-06-2016,25-06-2016,25-06-2016,2,7,DELIVERED,,,
285,319,4,25-06-2016,26-06-2016,27-06-2016,1,2,DELIVERED,,,
286,59,4,25-06-2016,26-06-2016,26-06-2016,2,6,DELIVERED,,,
287,133,4,25-06-2016,26-06-2016,27-06-2016,2,6,DELIVERED,,,
288,780,4,25-06-2016,28-06-2016,28-06-2016,2,6,DELIVERED,,,
289,849,4,27-06-2016,28-06-2016,30-06-2016,2,6,DELIVERED,,,
290,202,4,28-06-2016,29-06-2016,30-06-2016,2,6,DELIVERED,,,
291,158,4,29-06-2016,30-06-2016,01-07-2016,2,6,DELIVERED,,,
292,360,4,29-06-2016,30-06-2016,02-07-2016,3,9,DELIVERED,,,
293,573,4,30-06-2016,03-07-2016,02-07-2016,2,7,DELIVERED,,,
294,732,4,01-07-2016,02-07-2016,02-07-2016,2,7,DELIVERED,,,
295,1130,4,01-07-2016,04-07-2016,04-07-2016,2,7,DELIVERED,,,
296,1245,4,04-07-2016,07-07-2016,06-07-2016,2,6,DELIVERED,,,
297,1425,4,04-07-2016,05-07-2016,06-07-2016,2,7,DELIVERED,,,
298,885,4,04-07-2016,07-07-2016,07-07-2016,3,9,DELIVERED,,,
299,281,4,05-07-2016,06-07-2016,07-07-2016,2,6,DELIVERED,,,
300,1205,4,05-07-2016,08-07-2016,08-07-2016,2,6,DELIVERED,,,
301,17,4,06-07-2016,09-07-2016,08-07-2016,2,6,DELIVERED,,,
302,1375,4,06-07-2016,07-07-2016,09-07-2016,2,6,DELIVERED,,,
303,36,4,07-07-2016,08-07-2016,09-07-2016,2,7,DELIVERED,,,
304,230,4,07-07-2016,08-07-2016,08-07-2016,2,6,DELIVERED,,,
305,705,4,07-07-2016,08-07-2016,08-07-2016,2,7,DELIVERED,,,
306,424,4,09-07-2016,10-07-2016,12-07-2016,2,7,DELIVERED,,,
307,695,4,09-07-2016,11-07-2016,11-07-2016,2,6,DELIVERED,,,
308,156,4,11-07-2016,12-07-2016,14-07-2016,2,6,DELIVERED,,,
309,211,4,11-07-2016,13-07-2016,13-07-2016,2,6,DELIVERED,,,
310,627,4,12-07-2016,13-07-2016,13-07-2016,1,2,DELIVERED,,,
311,1400,4,12-07-2016,14-07-2016,13-07-2016,2,6,DELIVERED,,,
312,299,4,13-07-2016,15-07-2016,16-07-2016,2,6,DELIVERED,,,
313,565,4,14-07-2016,15-07-2016,15-07-2016,3,9,DELIVERED,,,
314,1019,4,15-07-2016,17-07-2016,17-07-2016,2,7,DELIVERED,,,
315,1263,4,16-07-2016,19-07-2016,17-07-2016,2,6,DELIVERED,,,
316,670,4,17-07-2016,20-07-2016,19-07-2016,2,7,DELIVERED,,,
317,795,4,17-07-2016,20-07-2016,19-07-2016,2,7,DELIVERED,,,
318,1141,4,17-07-2016,19-07-2016,20-07-2016,2,7,DELIVERED,,,
319,941,4,18-07-2016,21-07-2016,21-07-2016,2,6,DELIVERED,,,
320,1428,4,19-07-2016,20-07-2016,21-07-2016,1,2,DELIVERED,,,
321,568,4,19-07-2016,22-07-2016,21-07-2016,2,6,DELIVERED,,,
322,924,4,19-07-2016,22-07-2016,20-07-2016,2,6,DELIVERED,,,
323,1243,4,19-07-2016,22-07-2016,21-07-2016,2,6,DELIVERED,,,
324,480,4,20-07-2016,22-07-2016,23-07-2016,2,6,DELIVERED,,,
325,848,4,20-07-2016,21-07-2016,21-07-2016,2,6,DELIVERED,,,
326,1337,4,20-07-2016,21-07-2016,22-07-2016,3,9,DELIVERED,,,
327,83,4,21-07-2016,24-07-2016,22-07-2016,2,6,DELIVERED,,,
328,528,4,23-07-2016,26-07-2016,25-07-2016,2,6,DELIVERED,,,
329,274,4,24-07-2016,27-07-2016,26-07-2016,2,6,DELIVERED,,,
330,622,4,24-07-2016,27-07-2016,27-07-2016,2,6,DELIVERED,,,
331,642,4,24-07-2016,26-07-2016,25-07-2016,2,6,DELIVERED,,,
332,659,4,24-07-2016,26-07-2016,26-07-2016,2,7,DELIVERED,,,
333,779,4,25-07-2016,27-07-2016,26-07-2016,2,6,DELIVERED,,,
334,1112,4,25-07-2016,28-07-2016,27-07-2016,2,7,DELIVERED,,,
335,1193,4,25-07-2016,27-07-2016,26-07-2016,2,6,DELIVERED,,,
336,1030,4,26-07-2016,29-07-2016,27-07-2016,2,7,DELIVERED,,,
337,1252,4,26-07-2016,27-07-2016,28-07-2016,2,7,DELIVERED,,,
